unique_id,display_id,vehicle_type,direction,cardinal_direction,confidence,frame_detected,timestamp,source_file
71972654,1000,2-Wheeler,westbound,westbound,0.590396523475647,9894,2025-10-11T19:00:12.010194,ch02_20220108175448.mp4
6096105d,1004,Car (2-Axle),southbound,stationary,0.6140331625938416,9918,2025-10-11T19:00:14.667318,ch02_20220108175448.mp4
58c3e800,1007,Jeep,southbound,stationary,0.42293471097946167,9932,2025-10-11T19:00:16.197393,ch02_20220108175448.mp4
b71dd7e5,1009,Truck (3-Axle),southbound,stationary,0.4187648892402649,9954,2025-10-11T19:00:18.597197,ch02_20220108175448.mp4
991b7d75,1011,Car (3-Axle),southbound,stationary,0.5791716575622559,9972,2025-10-11T19:00:20.637241,ch02_20220108175448.mp4
2e76a738,1012,Car (2-Axle),southbound,stationary,0.46454769372940063,9988,2025-10-11T19:00:22.427186,ch02_20220108175448.mp4
54aa687c,1014,Truck (3-Axle),southbound,stationary,0.47405382990837097,10003,2025-10-11T19:00:24.057346,ch02_20220108175448.mp4
3f1aa744,1015,Car,eastbound,stationary,0.40457454323768616,10019,2025-10-11T19:00:25.819563,ch02_20220108175448.mp4
783ac3c1,1022,Car (3-Axle),southbound,stationary,0.5023441314697266,10054,2025-10-11T19:00:29.677362,ch02_20220108175448.mp4
9b9ae706,1021,Car,eastbound,stationary,0.49278753995895386,10054,2025-10-11T19:00:29.677362,ch02_20220108175448.mp4
1d1d9413,1019,Truck (2-Axle),eastbound,stationary,0.4655969440937042,10058,2025-10-11T19:00:30.107459,ch02_20220108175448.mp4
29ac4a38,1023,Truck (2-Axle),eastbound,stationary,0.4398748278617859,10081,2025-10-11T19:00:32.673396,ch02_20220108175448.mp4
13fcad40,1028,Truck (3-Axle),southbound,stationary,0.41957247257232666,10106,2025-10-11T19:00:35.417085,ch02_20220108175448.mp4
a3cff1ad,1033,Car,eastbound,stationary,0.4145491123199463,10155,2025-10-11T19:00:40.859124,ch02_20220108175448.mp4
a8099593,1035,Car (3-Axle),southbound,stationary,0.42714375257492065,10174,2025-10-11T19:00:42.989543,ch02_20220108175448.mp4
2e065a5d,1037,Car,westbound,stationary,0.430146187543869,10178,2025-10-11T19:00:43.443090,ch02_20220108175448.mp4
70807f5e,1041,Truck (2-Axle),eastbound,stationary,0.40743568539619446,10188,2025-10-11T19:00:44.567195,ch02_20220108175448.mp4
3beed132,1042,Truck (2-Axle),westbound,eastbound,0.5523988604545593,10189,2025-10-11T19:00:44.668979,ch02_20220108175448.mp4
cd92f96b,1045,Bus,westbound,eastbound,0.517426609992981,10207,2025-10-11T19:00:46.667231,ch02_20220108175448.mp4
94b866e3,1047,Car (2-Axle),southbound,stationary,0.43347322940826416,10208,2025-10-11T19:00:46.772542,ch02_20220108175448.mp4
6689b1a4,1054,LCV,westbound,stationary,0.8430233001708984,10228,2025-10-11T19:00:48.977186,ch02_20220108175448.mp4
08bc4289,1055,2-Wheeler,westbound,eastbound,0.4029998481273651,10238,2025-10-11T19:00:50.077268,ch02_20220108175448.mp4
b5a6dcb9,1060,Car,eastbound,stationary,0.40685540437698364,10247,2025-10-11T19:00:51.056361,ch02_20220108175448.mp4
66a6908b,1059,Truck (Multi-Axle),westbound,stationary,0.8878728151321411,10252,2025-10-11T19:00:51.597143,ch02_20220108175448.mp4
3fa5badb,1061,Car (2-Axle),southbound,stationary,0.45953071117401123,10255,2025-10-11T19:00:51.940751,ch02_20220108175448.mp4
f6bbc17c,1063,Truck (3-Axle),southbound,stationary,0.4802020788192749,10265,2025-10-11T19:00:53.079553,ch02_20220108175448.mp4
27e81873,1064,Car,eastbound,stationary,0.41935601830482483,10286,2025-10-11T19:00:55.407412,ch02_20220108175448.mp4
64e62138,1067,Mini Truck,westbound,stationary,0.40080007910728455,10311,2025-10-11T19:00:58.137311,ch02_20220108175448.mp4
920eb192,1068,2-Wheeler,southbound,westbound,0.5523932576179504,10322,2025-10-11T19:00:59.337381,ch02_20220108175448.mp4
9be5f74b,1074,Jeep,southbound,stationary,0.41822415590286255,10340,2025-10-11T19:01:01.352502,ch02_20220108175448.mp4
ecdbe851,1070,Car,westbound,stationary,0.41432905197143555,10343,2025-10-11T19:01:01.677270,ch02_20220108175448.mp4
57a2c646,1080,Truck (2-Axle),westbound,westbound,0.8128975033760071,10378,2025-10-11T19:01:05.567376,ch02_20220108175448.mp4
cd1ff640,1082,Truck (3-Axle),westbound,westbound,0.546295702457428,10383,2025-10-11T19:01:06.137370,ch02_20220108175448.mp4
d4a729fa,1083,Car,westbound,stationary,0.4285389482975006,10391,2025-10-11T19:01:07.021278,ch02_20220108175448.mp4
f0c9f56f,1084,Bus (2-Axle),westbound,westbound,0.4830193817615509,10394,2025-10-11T19:01:07.339988,ch02_20220108175448.mp4
7285c3ac,1085,Truck (Multi-Axle),westbound,westbound,0.8672008514404297,10396,2025-10-11T19:01:07.567374,ch02_20220108175448.mp4
3c3c24b8,1087,Truck (2-Axle),eastbound,stationary,0.6163516640663147,10402,2025-10-11T19:01:08.221263,ch02_20220108175448.mp4
